date,month,value,year,series
2016-02-01,February,98.9,2016,Fish
2016-03-01,March,96.4,2016,Fish
2016-04-01,April,96.1,2016,Fish
2016-05-01,May,95.8,2016,Fish
2016-06-01,June,95.8,2016,Fish
2016-07-01,July,98.4,2016,Fish
2016-08-01,August,98.1,2016,Fish
2016-09-01,September,96.8,2016,Fish
2016-10-01,October,99.6,2016,Fish
2016-11-01,November,99.3,2016,Fish
2016-12-01,December,99.9,2016,Fish
2017-01-01,January,100.2,2017,Fish
2017-02-01,February,104.8,2017,Fish
2017-03-01,March,104.8,2017,Fish
2017-04-01,April,103.5,2017,Fish
2017-05-01,May,105.8,2017,Fish
2017-06-01,June,107.9,2017,Fish
2017-07-01,July,105.8,2017,Fish
2017-08-01,August,107.6,2017,Fish
2017-09-01,September,110.0,2017,Fish
2017-10-01,October,108.1,2017,Fish
2017-11-01,November,108.5,2017,Fish
2017-12-01,December,109.0,2017,Fish
2018-01-01,January,109.1,2018,Fish
2018-02-01,February,110.5,2018,Fish
2018-03-01,March,109.0,2018,Fish
2018-04-01,April,109.6,2018,Fish
2018-05-01,May,111.3,2018,Fish
2018-06-01,June,111.1,2018,Fish
2018-07-01,July,109.2,2018,Fish
2018-08-01,August,111.0,2018,Fish
2018-09-01,September,110.9,2018,Fish
2018-10-01,October,111.2,2018,Fish
2018-11-01,November,110.7,2018,Fish
2018-12-01,December,110.6,2018,Fish
2019-01-01,January,111.3,2019,Fish
2019-02-01,February,112.4,2019,Fish
2019-03-01,March,110.6,2019,Fish
2019-04-01,April,109.5,2019,Fish
2019-05-01,May,111.9,2019,Fish
2019-06-01,June,112.3,2019,Fish
2019-07-01,July,113.5,2019,Fish
2019-08-01,August,111.8,2019,Fish
2019-09-01,September,113.6,2019,Fish
2019-10-01,October,112.6,2019,Fish
2019-11-01,November,113.3,2019,Fish
2019-12-01,December,113.4,2019,Fish
2020-01-01,January,112.2,2020,Fish
2020-02-01,February,113.6,2020,Fish
2020-03-01,March,113.0,2020,Fish
2020-04-01,April,117.0,2020,Fish
2020-05-01,May,115.9,2020,Fish
2020-06-01,June,116.1,2020,Fish
2020-07-01,July,114.2,2020,Fish
2020-08-01,August,113.9,2020,Fish
2020-09-01,September,113.5,2020,Fish
2020-10-01,October,111.2,2020,Fish
2020-11-01,November,112.7,2020,Fish
2020-12-01,December,109.9,2020,Fish
2021-01-01,January,111.0,2021,Fish
2021-02-01,February,112.1,2021,Fish
2021-03-01,March,111.0,2021,Fish
2021-04-01,April,109.8,2021,Fish
2021-05-01,May,110.6,2021,Fish
2021-06-01,June,112.2,2021,Fish
2021-07-01,July,109.0,2021,Fish
2021-08-01,August,111.2,2021,Fish
2021-09-01,September,110.5,2021,Fish
2021-10-01,October,112.1,2021,Fish
2021-11-01,November,111.9,2021,Fish
2021-12-01,December,111.8,2021,Fish
2022-01-01,January,114.3,2022,Fish
2022-02-01,February,115.7,2022,Fish
2022-03-01,March,116.2,2022,Fish
2022-04-01,April,118.5,2022,Fish
2022-05-01,May,118.1,2022,Fish
2022-06-01,June,121.2,2022,Fish
2022-07-01,July,122.9,2022,Fish
2022-08-01,August,126.8,2022,Fish
2022-09-01,September,125.4,2022,Fish
2022-10-01,October,129.7,2022,Fish
2022-11-01,November,129.8,2022,Fish
2022-12-01,December,133.7,2022,Fish
2023-01-01,January,132.2,2023,Fish
2023-02-01,February,133.9,2023,Fish
2023-03-01,March,135.6,2023,Fish
2023-04-01,April,135.4,2023,Fish
2023-05-01,May,137.8,2023,Fish
2023-06-01,June,136.8,2023,Fish
2023-07-01,July,139.4,2023,Fish
2023-08-01,August,135.5,2023,Fish
2023-09-01,September,136.4,2023,Fish
1988-01-01,January,48.5,1988,"Milk, cheese and eggs"
1988-02-01,February,48.5,1988,"Milk, cheese and eggs"
1988-03-01,March,48.6,1988,"Milk, cheese and eggs"
1988-04-01,April,48.9,1988,"Milk, cheese and eggs"
1988-05-01,May,48.8,1988,"Milk, cheese and eggs"
1988-06-01,June,48.6,1988,"Milk, cheese and eggs"
1988-07-01,July,48.6,1988,"Milk, cheese and eggs"
1988-08-01,August,49.5,1988,"Milk, cheese and eggs"
1988-09-01,September,49.6,1988,"Milk, cheese and eggs"
1988-10-01,October,49.8,1988,"Milk, cheese and eggs"
1988-11-01,November,50.1,1988,"Milk, cheese and eggs"
1988-12-01,December,50.2,1988,"Milk, cheese and eggs"
1989-01-01,January,50.9,1989,"Milk, cheese and eggs"
1989-02-01,February,51.1,1989,"Milk, cheese and eggs"
1989-03-01,March,51.2,1989,"Milk, cheese and eggs"
1989-04-01,April,51.3,1989,"Milk, cheese and eggs"
1989-05-01,May,51.6,1989,"Milk, cheese and eggs"
1989-06-01,June,51.8,1989,"Milk, cheese and eggs"
1989-07-01,July,51.7,1989,"Milk, cheese and eggs"
1989-08-01,August,51.7,1989,"Milk, cheese and eggs"
1989-09-01,September,52.5,1989,"Milk, cheese and eggs"
1989-10-01,October,54.6,1989,"Milk, cheese and eggs"
1989-11-01,November,55.0,1989,"Milk, cheese and eggs"
1989-12-01,December,54.9,1989,"Milk, cheese and eggs"
1990-01-01,January,55.3,1990,"Milk, cheese and eggs"
1990-02-01,February,55.3,1990,"Milk, cheese and eggs"
1990-03-01,March,55.2,1990,"Milk, cheese and eggs"
1990-04-01,April,55.3,1990,"Milk, cheese and eggs"
1990-05-01,May,55.8,1990,"Milk, cheese and eggs"
1990-06-01,June,56.0,1990,"Milk, cheese and eggs"
1990-07-01,July,55.9,1990,"Milk, cheese and eggs"
1990-08-01,August,56.6,1990,"Milk, cheese and eggs"
1990-09-01,September,56.8,1990,"Milk, cheese and eggs"
1990-10-01,October,57.3,1990,"Milk, cheese and eggs"
1990-11-01,November,57.5,1990,"Milk, cheese and eggs"
1990-12-01,December,58.0,1990,"Milk, cheese and eggs"
1991-01-01,January,58.4,1991,"Milk, cheese and eggs"
1991-02-01,February,58.6,1991,"Milk, cheese and eggs"
1991-03-01,March,58.5,1991,"Milk, cheese and eggs"
1991-04-01,April,59.0,1991,"Milk, cheese and eggs"
1991-05-01,May,58.9,1991,"Milk, cheese and eggs"
1991-06-01,June,58.9,1991,"Milk, cheese and eggs"
1991-07-01,July,58.7,1991,"Milk, cheese and eggs"
1991-08-01,August,59.0,1991,"Milk, cheese and eggs"
1991-09-01,September,59.0,1991,"Milk, cheese and eggs"
1991-10-01,October,59.8,1991,"Milk, cheese and eggs"
1991-11-01,November,59.8,1991,"Milk, cheese and eggs"
1991-12-01,December,60.5,1991,"Milk, cheese and eggs"
1992-01-01,January,61.0,1992,"Milk, cheese and eggs"
1992-02-01,February,61.2,1992,"Milk, cheese and eggs"
1992-03-01,March,61.4,1992,"Milk, cheese and eggs"
1992-04-01,April,61.3,1992,"Milk, cheese and eggs"
1992-05-01,May,61.7,1992,"Milk, cheese and eggs"
1992-06-01,June,62.1,1992,"Milk, cheese and eggs"
1992-07-01,July,61.9,1992,"Milk, cheese and eggs"
1992-08-01,August,62.3,1992,"Milk, cheese and eggs"
1992-09-01,September,62.4,1992,"Milk, cheese and eggs"
1992-10-01,October,62.9,1992,"Milk, cheese and eggs"
1992-11-01,November,62.5,1992,"Milk, cheese and eggs"
1992-12-01,December,62.8,1992,"Milk, cheese and eggs"
1993-01-01,January,62.9,1993,"Milk, cheese and eggs"
1993-02-01,February,63.7,1993,"Milk, cheese and eggs"
1993-03-01,March,63.8,1993,"Milk, cheese and eggs"
1993-04-01,April,63.8,1993,"Milk, cheese and eggs"
1993-05-01,May,64.0,1993,"Milk, cheese and eggs"
1993-06-01,June,64.8,1993,"Milk, cheese and eggs"
1993-07-01,July,65.2,1993,"Milk, cheese and eggs"
1993-08-01,August,65.6,1993,"Milk, cheese and eggs"
1993-09-01,September,65.3,1993,"Milk, cheese and eggs"
1993-10-01,October,65.0,1993,"Milk, cheese and eggs"
1993-11-01,November,64.5,1993,"Milk, cheese and eggs"
1993-12-01,December,63.9,1993,"Milk, cheese and eggs"
1994-01-01,January,64.4,1994,"Milk, cheese and eggs"
1994-02-01,February,64.3,1994,"Milk, cheese and eggs"
1994-03-01,March,64.8,1994,"Milk, cheese and eggs"
1994-04-01,April,65.9,1994,"Milk, cheese and eggs"
1994-05-01,May,65.7,1994,"Milk, cheese and eggs"
1994-06-01,June,65.6,1994,"Milk, cheese and eggs"
1994-07-01,July,65.4,1994,"Milk, cheese and eggs"
1994-08-01,August,65.2,1994,"Milk, cheese and eggs"
1994-09-01,September,65.4,1994,"Milk, cheese and eggs"
1994-10-01,October,65.7,1994,"Milk, cheese and eggs"
1994-11-01,November,67.4,1994,"Milk, cheese and eggs"
1994-12-01,December,67.8,1994,"Milk, cheese and eggs"
1995-01-01,January,68.0,1995,"Milk, cheese and eggs"
1995-02-01,February,68.2,1995,"Milk, cheese and eggs"
1995-03-01,March,68.1,1995,"Milk, cheese and eggs"
1995-04-01,April,68.2,1995,"Milk, cheese and eggs"
1995-05-01,May,68.3,1995,"Milk, cheese and eggs"
1995-06-01,June,68.7,1995,"Milk, cheese and eggs"
1995-07-01,July,68.9,1995,"Milk, cheese and eggs"
1995-08-01,August,69.0,1995,"Milk, cheese and eggs"
1995-09-01,September,69.0,1995,"Milk, cheese and eggs"
1995-10-01,October,69.3,1995,"Milk, cheese and eggs"
1995-11-01,November,69.4,1995,"Milk, cheese and eggs"
1995-12-01,December,70.2,1995,"Milk, cheese and eggs"
1996-01-01,January,70.1,1996,"Milk, cheese and eggs"
1996-02-01,February,70.2,1996,"Milk, cheese and eggs"
1996-03-01,March,71.0,1996,"Milk, cheese and eggs"
1996-04-01,April,70.7,1996,"Milk, cheese and eggs"
1996-05-01,May,70.8,1996,"Milk, cheese and eggs"
1996-06-01,June,70.7,1996,"Milk, cheese and eggs"
1996-07-01,July,70.6,1996,"Milk, cheese and eggs"
1996-08-01,August,71.3,1996,"Milk, cheese and eggs"
1996-09-01,September,71.2,1996,"Milk, cheese and eggs"
1996-10-01,October,70.9,1996,"Milk, cheese and eggs"
1996-11-01,November,71.4,1996,"Milk, cheese and eggs"
1996-12-01,December,71.2,1996,"Milk, cheese and eggs"
1997-01-01,January,70.8,1997,"Milk, cheese and eggs"
1997-02-01,February,70.6,1997,"Milk, cheese and eggs"
1997-03-01,March,71.1,1997,"Milk, cheese and eggs"
1997-04-01,April,70.5,1997,"Milk, cheese and eggs"
1997-05-01,May,70.8,1997,"Milk, cheese and eggs"
1997-06-01,June,70.8,1997,"Milk, cheese and eggs"
1997-07-01,July,70.5,1997,"Milk, cheese and eggs"
1997-08-01,August,70.7,1997,"Milk, cheese and eggs"
1997-09-01,September,70.6,1997,"Milk, cheese and eggs"
1997-10-01,October,70.7,1997,"Milk, cheese and eggs"
1997-11-01,November,70.3,1997,"Milk, cheese and eggs"
1997-12-01,December,70.5,1997,"Milk, cheese and eggs"
1998-01-01,January,70.5,1998,"Milk, cheese and eggs"
1998-02-01,February,69.9,1998,"Milk, cheese and eggs"
1998-03-01,March,70.1,1998,"Milk, cheese and eggs"
1998-04-01,April,69.7,1998,"Milk, cheese and eggs"
1998-05-01,May,69.3,1998,"Milk, cheese and eggs"
1998-06-01,June,69.4,1998,"Milk, cheese and eggs"
1998-07-01,July,69.7,1998,"Milk, cheese and eggs"
1998-08-01,August,69.6,1998,"Milk, cheese and eggs"
1998-09-01,September,70.0,1998,"Milk, cheese and eggs"
1998-10-01,October,69.9,1998,"Milk, cheese and eggs"
1998-11-01,November,69.4,1998,"Milk, cheese and eggs"
1998-12-01,December,68.9,1998,"Milk, cheese and eggs"
1999-01-01,January,69.3,1999,"Milk, cheese and eggs"
1999-02-01,February,69.1,1999,"Milk, cheese and eggs"
1999-03-01,March,69.2,1999,"Milk, cheese and eggs"
1999-04-01,April,69.0,1999,"Milk, cheese and eggs"
1999-05-01,May,69.2,1999,"Milk, cheese and eggs"
1999-06-01,June,69.2,1999,"Milk, cheese and eggs"
1999-07-01,July,69.2,1999,"Milk, cheese and eggs"
1999-08-01,August,68.5,1999,"Milk, cheese and eggs"
1999-09-01,September,68.4,1999,"Milk, cheese and eggs"
1999-10-01,October,68.1,1999,"Milk, cheese and eggs"
1999-11-01,November,68.1,1999,"Milk, cheese and eggs"
1999-12-01,December,68.4,1999,"Milk, cheese and eggs"
2000-01-01,January,68.2,2000,"Milk, cheese and eggs"
2000-02-01,February,68.4,2000,"Milk, cheese and eggs"
2000-03-01,March,68.4,2000,"Milk, cheese and eggs"
2000-04-01,April,68.3,2000,"Milk, cheese and eggs"
2000-05-01,May,68.2,2000,"Milk, cheese and eggs"
2000-06-01,June,68.2,2000,"Milk, cheese and eggs"
2000-07-01,July,67.9,2000,"Milk, cheese and eggs"
2000-08-01,August,68.3,2000,"Milk, cheese and eggs"
2000-09-01,September,68.4,2000,"Milk, cheese and eggs"
2000-10-01,October,68.9,2000,"Milk, cheese and eggs"
2000-11-01,November,68.9,2000,"Milk, cheese and eggs"
2000-12-01,December,68.7,2000,"Milk, cheese and eggs"
2001-01-01,January,68.7,2001,"Milk, cheese and eggs"
2001-02-01,February,69.6,2001,"Milk, cheese and eggs"
2001-03-01,March,69.4,2001,"Milk, cheese and eggs"
2001-04-01,April,70.1,2001,"Milk, cheese and eggs"
2001-05-01,May,70.5,2001,"Milk, cheese and eggs"
2001-06-01,June,70.8,2001,"Milk, cheese and eggs"
2001-07-01,July,71.4,2001,"Milk, cheese and eggs"
2001-08-01,August,71.3,2001,"Milk, cheese and eggs"
2001-09-01,September,71.2,2001,"Milk, cheese and eggs"
2001-10-01,October,71.4,2001,"Milk, cheese and eggs"
2001-11-01,November,71.1,2001,"Milk, cheese and eggs"
2001-12-01,December,71.5,2001,"Milk, cheese and eggs"
2002-01-01,January,71.3,2002,"Milk, cheese and eggs"
2002-02-01,February,71.3,2002,"Milk, cheese and eggs"
2002-03-01,March,71.4,2002,"Milk, cheese and eggs"
2002-04-01,April,71.4,2002,"Milk, cheese and eggs"
2002-05-01,May,71.2,2002,"Milk, cheese and eggs"
2002-06-01,June,71.4,2002,"Milk, cheese and eggs"
2002-07-01,July,71.5,2002,"Milk, cheese and eggs"
2002-08-01,August,70.8,2002,"Milk, cheese and eggs"
2002-09-01,September,71.2,2002,"Milk, cheese and eggs"
2002-10-01,October,71.4,2002,"Milk, cheese and eggs"
2002-11-01,November,71.7,2002,"Milk, cheese and eggs"
2002-12-01,December,71.6,2002,"Milk, cheese and eggs"
2003-01-01,January,72.1,2003,"Milk, cheese and eggs"
2003-02-01,February,72.2,2003,"Milk, cheese and eggs"
2003-03-01,March,72.2,2003,"Milk, cheese and eggs"
2003-04-01,April,72.4,2003,"Milk, cheese and eggs"
2003-05-01,May,72.1,2003,"Milk, cheese and eggs"
2003-06-01,June,72.3,2003,"Milk, cheese and eggs"
2003-07-01,July,73.0,2003,"Milk, cheese and eggs"
2003-08-01,August,72.8,2003,"Milk, cheese and eggs"
2003-09-01,September,73.0,2003,"Milk, cheese and eggs"
2003-10-01,October,73.3,2003,"Milk, cheese and eggs"
2003-11-01,November,73.9,2003,"Milk, cheese and eggs"
2003-12-01,December,74.3,2003,"Milk, cheese and eggs"
2004-01-01,January,74.2,2004,"Milk, cheese and eggs"
2004-02-01,February,74.7,2004,"Milk, cheese and eggs"
2004-03-01,March,74.6,2004,"Milk, cheese and eggs"
2004-04-01,April,74.5,2004,"Milk, cheese and eggs"
2004-05-01,May,74.4,2004,"Milk, cheese and eggs"
2004-06-01,June,74.5,2004,"Milk, cheese and eggs"
2004-07-01,July,74.3,2004,"Milk, cheese and eggs"
2004-08-01,August,74.1,2004,"Milk, cheese and eggs"
2004-09-01,September,74.3,2004,"Milk, cheese and eggs"
2004-10-01,October,74.4,2004,"Milk, cheese and eggs"
2004-11-01,November,74.7,2004,"Milk, cheese and eggs"
2004-12-01,December,74.6,2004,"Milk, cheese and eggs"
2005-01-01,January,74.6,2005,"Milk, cheese and eggs"
2005-02-01,February,74.6,2005,"Milk, cheese and eggs"
2005-03-01,March,76.4,2005,"Milk, cheese and eggs"
2005-04-01,April,76.3,2005,"Milk, cheese and eggs"
2005-05-01,May,76.2,2005,"Milk, cheese and eggs"
2005-06-01,June,76.6,2005,"Milk, cheese and eggs"
2005-07-01,July,76.4,2005,"Milk, cheese and eggs"
2005-08-01,August,76.8,2005,"Milk, cheese and eggs"
2005-09-01,September,77.1,2005,"Milk, cheese and eggs"
2005-10-01,October,77.4,2005,"Milk, cheese and eggs"
2005-11-01,November,77.5,2005,"Milk, cheese and eggs"
2005-12-01,December,77.6,2005,"Milk, cheese and eggs"
2006-01-01,January,77.6,2006,"Milk, cheese and eggs"
2006-02-01,February,78.1,2006,"Milk, cheese and eggs"
2006-03-01,March,75.9,2006,"Milk, cheese and eggs"
2006-04-01,April,75.2,2006,"Milk, cheese and eggs"
2006-05-01,May,75.3,2006,"Milk, cheese and eggs"
2006-06-01,June,76.2,2006,"Milk, cheese and eggs"
2006-07-01,July,78.1,2006,"Milk, cheese and eggs"
2006-08-01,August,78.6,2006,"Milk, cheese and eggs"
2006-09-01,September,78.5,2006,"Milk, cheese and eggs"
2006-10-01,October,78.6,2006,"Milk, cheese and eggs"
2006-11-01,November,78.8,2006,"Milk, cheese and eggs"
2006-12-01,December,79.0,2006,"Milk, cheese and eggs"
2007-01-01,January,78.5,2007,"Milk, cheese and eggs"
2007-02-01,February,78.1,2007,"Milk, cheese and eggs"
2007-03-01,March,80.0,2007,"Milk, cheese and eggs"
2007-04-01,April,80.1,2007,"Milk, cheese and eggs"
2007-05-01,May,80.4,2007,"Milk, cheese and eggs"
2007-06-01,June,80.4,2007,"Milk, cheese and eggs"
2007-07-01,July,80.6,2007,"Milk, cheese and eggs"
2007-08-01,August,81.2,2007,"Milk, cheese and eggs"
2007-09-01,September,86.3,2007,"Milk, cheese and eggs"
2007-10-01,October,87.5,2007,"Milk, cheese and eggs"
2007-11-01,November,89.7,2007,"Milk, cheese and eggs"
2007-12-01,December,90.9,2007,"Milk, cheese and eggs"
2008-01-01,January,90.6,2008,"Milk, cheese and eggs"
2008-02-01,February,91.8,2008,"Milk, cheese and eggs"
2008-03-01,March,92.8,2008,"Milk, cheese and eggs"
2008-04-01,April,92.7,2008,"Milk, cheese and eggs"
2008-05-01,May,93.7,2008,"Milk, cheese and eggs"
2008-06-01,June,95.8,2008,"Milk, cheese and eggs"
2008-07-01,July,96.0,2008,"Milk, cheese and eggs"
2008-08-01,August,96.6,2008,"Milk, cheese and eggs"
2008-09-01,September,96.4,2008,"Milk, cheese and eggs"
2008-10-01,October,98.7,2008,"Milk, cheese and eggs"
2008-11-01,November,99.0,2008,"Milk, cheese and eggs"
2008-12-01,December,99.9,2008,"Milk, cheese and eggs"
2009-01-01,January,98.4,2009,"Milk, cheese and eggs"
2009-02-01,February,99.2,2009,"Milk, cheese and eggs"
2009-03-01,March,100.1,2009,"Milk, cheese and eggs"
2009-04-01,April,99.7,2009,"Milk, cheese and eggs"
2009-05-01,May,99.7,2009,"Milk, cheese and eggs"
2009-06-01,June,99.2,2009,"Milk, cheese and eggs"
2009-07-01,July,99.4,2009,"Milk, cheese and eggs"
2009-08-01,August,99.5,2009,"Milk, cheese and eggs"
2009-09-01,September,98.4,2009,"Milk, cheese and eggs"
2009-10-01,October,99.3,2009,"Milk, cheese and eggs"
2009-11-01,November,99.2,2009,"Milk, cheese and eggs"
2009-12-01,December,99.7,2009,"Milk, cheese and eggs"
2010-01-01,January,98.6,2010,"Milk, cheese and eggs"
2010-02-01,February,99.2,2010,"Milk, cheese and eggs"
2010-03-01,March,99.6,2010,"Milk, cheese and eggs"
2010-04-01,April,99.1,2010,"Milk, cheese and eggs"
2010-05-01,May,99.5,2010,"Milk, cheese and eggs"
2010-06-01,June,99.1,2010,"Milk, cheese and eggs"
2010-07-01,July,100.1,2010,"Milk, cheese and eggs"
2010-08-01,August,99.3,2010,"Milk, cheese and eggs"
2010-09-01,September,98.8,2010,"Milk, cheese and eggs"
2010-10-01,October,99.8,2010,"Milk, cheese and eggs"
2010-11-01,November,99.6,2010,"Milk, cheese and eggs"
2010-12-01,December,101.8,2010,"Milk, cheese and eggs"
2011-01-01,January,101.0,2011,"Milk, cheese and eggs"
2011-02-01,February,101.2,2011,"Milk, cheese and eggs"
2011-03-01,March,100.1,2011,"Milk, cheese and eggs"
2011-04-01,April,100.2,2011,"Milk, cheese and eggs"
2011-05-01,May,100.6,2011,"Milk, cheese and eggs"
2011-06-01,June,102.3,2011,"Milk, cheese and eggs"
2011-07-01,July,103.4,2011,"Milk, cheese and eggs"
2011-08-01,August,104.6,2011,"Milk, cheese and eggs"
2011-09-01,September,103.6,2011,"Milk, cheese and eggs"
2011-10-01,October,102.4,2011,"Milk, cheese and eggs"
2011-11-01,November,102.8,2011,"Milk, cheese and eggs"
2011-12-01,December,103.5,2011,"Milk, cheese and eggs"
2012-01-01,January,103.0,2012,"Milk, cheese and eggs"
2012-02-01,February,103.8,2012,"Milk, cheese and eggs"
2012-03-01,March,103.1,2012,"Milk, cheese and eggs"
2012-04-01,April,103.1,2012,"Milk, cheese and eggs"
2012-05-01,May,102.7,2012,"Milk, cheese and eggs"
2012-06-01,June,102.9,2012,"Milk, cheese and eggs"
2012-07-01,July,102.5,2012,"Milk, cheese and eggs"
2012-08-01,August,103.1,2012,"Milk, cheese and eggs"
2012-09-01,September,103.1,2012,"Milk, cheese and eggs"
2012-10-01,October,102.8,2012,"Milk, cheese and eggs"
2012-11-01,November,102.9,2012,"Milk, cheese and eggs"
2012-12-01,December,104.1,2012,"Milk, cheese and eggs"
2013-01-01,January,103.7,2013,"Milk, cheese and eggs"
2013-02-01,February,103.2,2013,"Milk, cheese and eggs"
2013-03-01,March,103.3,2013,"Milk, cheese and eggs"
2013-04-01,April,103.6,2013,"Milk, cheese and eggs"
2013-05-01,May,103.9,2013,"Milk, cheese and eggs"
2013-06-01,June,103.5,2013,"Milk, cheese and eggs"
2013-07-01,July,103.1,2013,"Milk, cheese and eggs"
2013-08-01,August,104.9,2013,"Milk, cheese and eggs"
2013-09-01,September,104.8,2013,"Milk, cheese and eggs"
2013-10-01,October,104.4,2013,"Milk, cheese and eggs"
2013-11-01,November,104.8,2013,"Milk, cheese and eggs"
2013-12-01,December,106.0,2013,"Milk, cheese and eggs"
2014-01-01,January,106.0,2014,"Milk, cheese and eggs"
2014-02-01,February,106.4,2014,"Milk, cheese and eggs"
2014-03-01,March,105.4,2014,"Milk, cheese and eggs"
2014-04-01,April,104.5,2014,"Milk, cheese and eggs"
2014-05-01,May,104.3,2014,"Milk, cheese and eggs"
2014-06-01,June,104.3,2014,"Milk, cheese and eggs"
2014-07-01,July,103.9,2014,"Milk, cheese and eggs"
2014-08-01,August,103.2,2014,"Milk, cheese and eggs"
2014-09-01,September,104.3,2014,"Milk, cheese and eggs"
2014-10-01,October,104.3,2014,"Milk, cheese and eggs"
2014-11-01,November,104.7,2014,"Milk, cheese and eggs"
2014-12-01,December,104.6,2014,"Milk, cheese and eggs"
2015-01-01,January,102.4,2015,"Milk, cheese and eggs"
2015-02-01,February,100.4,2015,"Milk, cheese and eggs"
2015-03-01,March,101.6,2015,"Milk, cheese and eggs"
2015-04-01,April,101.0,2015,"Milk, cheese and eggs"
2015-05-01,May,101.0,2015,"Milk, cheese and eggs"
2015-06-01,June,101.7,2015,"Milk, cheese and eggs"
2015-07-01,July,98.9,2015,"Milk, cheese and eggs"
2015-08-01,August,99.3,2015,"Milk, cheese and eggs"
2015-09-01,September,98.6,2015,"Milk, cheese and eggs"
2015-10-01,October,98.5,2015,"Milk, cheese and eggs"
2015-11-01,November,97.7,2015,"Milk, cheese and eggs"
2015-12-01,December,98.9,2015,"Milk, cheese and eggs"
2016-01-01,January,97.9,2016,"Milk, cheese and eggs"
2016-02-01,February,97.4,2016,"Milk, cheese and eggs"
2016-03-01,March,97.3,2016,"Milk, cheese and eggs"
2016-04-01,April,96.2,2016,"Milk, cheese and eggs"
2016-05-01,May,97.0,2016,"Milk, cheese and eggs"
2016-06-01,June,95.5,2016,"Milk, cheese and eggs"
2016-07-01,July,96.9,2016,"Milk, cheese and eggs"
2016-08-01,August,96.7,2016,"Milk, cheese and eggs"
2016-09-01,September,95.8,2016,"Milk, cheese and eggs"
2016-10-01,October,95.7,2016,"Milk, cheese and eggs"
2016-11-01,November,96.0,2016,"Milk, cheese and eggs"
2016-12-01,December,96.5,2016,"Milk, cheese and eggs"
2017-01-01,January,96.0,2017,"Milk, cheese and eggs"
2017-02-01,February,96.6,2017,"Milk, cheese and eggs"
2017-03-01,March,98.2,2017,"Milk, cheese and eggs"
2017-04-01,April,97.4,2017,"Milk, cheese and eggs"
2017-05-01,May,98.2,2017,"Milk, cheese and eggs"
2017-06-01,June,98.2,2017,"Milk, cheese and eggs"
2017-07-01,July,98.8,2017,"Milk, cheese and eggs"
2017-08-01,August,98.5,2017,"Milk, cheese and eggs"
2017-09-01,September,98.4,2017,"Milk, cheese and eggs"
2017-10-01,October,100.3,2017,"Milk, cheese and eggs"
2017-11-01,November,100.7,2017,"Milk, cheese and eggs"
2017-12-01,December,101.1,2017,"Milk, cheese and eggs"
2018-01-01,January,99.8,2018,"Milk, cheese and eggs"
2018-02-01,February,102.5,2018,"Milk, cheese and eggs"
2018-03-01,March,102.7,2018,"Milk, cheese and eggs"
2018-04-01,April,101.0,2018,"Milk, cheese and eggs"
2018-05-01,May,100.8,2018,"Milk, cheese and eggs"
2018-06-01,June,100.3,2018,"Milk, cheese and eggs"
2018-07-01,July,101.5,2018,"Milk, cheese and eggs"
2018-08-01,August,101.1,2018,"Milk, cheese and eggs"
2018-09-01,September,100.8,2018,"Milk, cheese and eggs"
2018-10-01,October,99.5,2018,"Milk, cheese and eggs"
2018-11-01,November,99.7,2018,"Milk, cheese and eggs"
2018-12-01,December,101.2,2018,"Milk, cheese and eggs"
2019-01-01,January,100.0,2019,"Milk, cheese and eggs"
2019-02-01,February,101.6,2019,"Milk, cheese and eggs"
2019-03-01,March,100.7,2019,"Milk, cheese and eggs"
2019-04-01,April,100.2,2019,"Milk, cheese and eggs"
2019-05-01,May,101.2,2019,"Milk, cheese and eggs"
2019-06-01,June,100.7,2019,"Milk, cheese and eggs"
2019-07-01,July,100.5,2019,"Milk, cheese and eggs"
2019-08-01,August,101.5,2019,"Milk, cheese and eggs"
2019-09-01,September,101.5,2019,"Milk, cheese and eggs"
2019-10-01,October,101.0,2019,"Milk, cheese and eggs"
2019-11-01,November,101.4,2019,"Milk, cheese and eggs"
2019-12-01,December,102.5,2019,"Milk, cheese and eggs"
2020-01-01,January,100.8,2020,"Milk, cheese and eggs"
2020-02-01,February,101.8,2020,"Milk, cheese and eggs"
2020-03-01,March,102.0,2020,"Milk, cheese and eggs"
2020-04-01,April,100.1,2020,"Milk, cheese and eggs"
2020-05-01,May,100.5,2020,"Milk, cheese and eggs"
2020-06-01,June,101.4,2020,"Milk, cheese and eggs"
2020-07-01,July,100.6,2020,"Milk, cheese and eggs"
2020-08-01,August,101.7,2020,"Milk, cheese and eggs"
2020-09-01,September,99.1,2020,"Milk, cheese and eggs"
2020-10-01,October,99.6,2020,"Milk, cheese and eggs"
2020-11-01,November,100.3,2020,"Milk, cheese and eggs"
2020-12-01,December,100.8,2020,"Milk, cheese and eggs"
2021-01-01,January,99.2,2021,"Milk, cheese and eggs"
2021-02-01,February,101.3,2021,"Milk, cheese and eggs"
2021-03-01,March,99.8,2021,"Milk, cheese and eggs"
2021-04-01,April,100.8,2021,"Milk, cheese and eggs"
2021-05-01,May,101.6,2021,"Milk, cheese and eggs"
2021-06-01,June,101.1,2021,"Milk, cheese and eggs"
2021-07-01,July,100.3,2021,"Milk, cheese and eggs"
2021-08-01,August,102.1,2021,"Milk, cheese and eggs"
2021-09-01,September,101.3,2021,"Milk, cheese and eggs"
