"Constituency_Name","ID","Region","Country","ElectorateSize","Votes_CON","VoteShare_CON","Votes_GREEN","VoteShare_GREEN","Votes_LAB","VoteShare_LAB","Votes_LIBDEM","VoteShare_LIBDEM","Votes_REFORM","VoteShare_REFORM","Votes_IND","VoteShare_IND","Votes_OTH","VoteShare_OTH","Votes_UKIP","VoteShare_UKIP","Votes_SNP","VoteShare_SNP","Votes_PC","VoteShare_PC","Votes_APNI","VoteShare_APNI","Votes_DUP","VoteShare_DUP","Votes_SDLP","VoteShare_SDLP","Votes_SF","VoteShare_SF","Votes_UUP","VoteShare_UUP","Votes_TUV","VoteShare_TUV","GE_ElectionYear","TotalVotes","PartyNameWinner","PartyNameRunnerUp","WinMargin","Turnout","ShareMuslimReligion","Constituency","Region_or_Country","Cand_Conservative","Cand_Labour","Cand_LiberalDemocrats","Cand_ReformUK","Cand_Green","Cand_SNP","Cand_PlaidCymru","IncumbentLabour","IncumbentConservative","IncumbentLabourCand","IncumbentConservativeCand","VoteShare_Sans_C_L","gss_code","Leave.preds","Remain.preds","LeavePct","RemainPct"
"Belfast West","N05000004","Northern Ireland","Northern Ireland",71921,0,0,451,0.0113,0,0,0,0,0,0,161,0.0041,7962,0.2003,0,0,0,0,0,0,1077,0.0271,4304,0.1083,4318,0.1086,21009,0.5286,461,0.0116,0,0,2024,39743,"SF","OTH",0.3283,0.552592427802728,NA,"BELFAST WEST","Northern Ireland",NA,NA,NA,NA,"Ash Jones",NA,NA,0,0,NA,NA,0.9887,NA,NA,NA,NA,NA
"Bermondsey and Old Southwark","E14001085","London","England",70602,2879,0.0766,4477,0.1191,16857,0.4483,9070,0.2412,3397,0.0903,923,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37603,"LAB","LIBDEM",0.2071,0.532605308631483,0.0975211546176308,"BERMONDSEY AND OLD SOUTHWARK","London","Jonathan Iliff","Neil Coyle","Rachel Bentley","Tony Sharp","Susan Hunter",NA,NA,1,0,1,NA,0.0245,"E14001085",14618.6108667649,38092.0536109234,0.277336873128449,0.722663126871551
"Berwickshire, Roxburgh and Selkirk","S14000108","Scotland","Scotland",74687,18872,0.405,1526,0.033,6311,0.136,3686,0.079,3340,0.072,329,0.007,221,0.005,0,0,12273,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46558,"CON","SNP",0.141,0.623374884518055,NA,"BERWICKSHIRE, ROXBURGH AND SELKIRK","Scotland","John Lamont","Caitlin Stott","Ray Georgeson","Carolyn Grant",NA,"David Wilson",NA,0,1,NA,1,0.275,"S14000008",22861.9263775152,29747.1797944212,0.434562151708075,0.565437848291925
"Bethnal Green and Stepney","E14001086","London","England",77000,1920,0.0412,6391,0.137,15896,0.3408,4777,0.1024,1964,0.0421,15118,0.3242,581,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46647,"LAB","IND",0.0165999999999999,0.605805194805195,0.466215896359648,"BETHNAL GREEN AND STEPNEY","London","Oscar Reaney","Rushanara Ali","Rabina Khan","Peter Sceats","Phoebe Gill",NA,NA,1,0,1,NA,0.3365,"E14001086",15374.2742422232,31119.3293901547,0.330675040028875,0.669324959971125
"Beverley and Holderness","E14001087","Yorkshire and the Humber","England",71102,15501,0.3453,1647,0.0367,15377,0.3425,3386,0.0754,8198,0.1826,0,0,788,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44897,"CON","LAB",0.00279999999999997,0.631444966386318,0.00405699916177703,"BEVERLEY AND HOLDERNESS","Yorkshire and The Humber","Graham Stuart","Margaret Pinder","Denis Healy","Andy Smith","Jonathan Stephenson",NA,NA,0,1,NA,1,0.0175,"E14001087",31688.5546865064,23188.8880693929,0.577442262159708,0.422557737840292
"Bexhill and Battle","E14001088","South East","England",70869,16186,0.339,2972,0.0622,13529,0.2833,3473,0.0727,7929,0.1661,2975,0.0623,542,0.0114,144,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47750,"CON","LAB",0.0557,0.673778379827569,0.00577982783969114,"BEXHILL AND BATTLE","South East","Kieran Mullan","Christine Bayliss","Becky Jones","Ian Gribbin","Jonathan Kent",NA,NA,0,1,NA,0,0.0767,"E14001088",32204.6382144862,22598.7358973388,0.587639698037084,0.412360301962916
"Bexleyheath and Crayford","E14001089","London","England",69948,13603,0.313,2076,0.0478,15717,0.3616,2204,0.0507,9861,0.2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43461,"LAB","CON",0.0486,0.621332990221307,0.0369431916079663,"BEXLEYHEATH AND CRAYFORD","London","Mark Brooks","Daniel Francis","David McBride","Tom Bright","George Edgar",NA,NA,0,1,NA,0,2.77555756156289e-17,"E14001089",34310.5401628734,18117.4874869323,0.654431259402919,0.345568740597081
"Bicester and Woodstock","E14001090","South East","England",70389,14461,0.288,2404,0.0479,8236,0.164,19419,0.3867,5408,0.1077,0,0,291,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50219,"LIBDEM","CON",0.0987,0.713449544673173,0.0163996006366089,"BICESTER AND WOODSTOCK","South East","Rupert Harrison","Veronica Oakeshott","Calum Miller","Augustine Obodo","Ian Middleton",NA,NA,0,1,NA,0,0.00570000000000001,"E14001090",27002.061753176,28053.4893110848,0.490451212115909,0.509548787884091
"Birkenhead","E14001091","North West","England",76271,3238,0.0751,8670,0.201,22468,0.5209,2292,0.0531,6142,0.1424,0,0,324,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43134,"LAB","GREEN",0.3199,0.56553604908812,0.0183176577669902,"BIRKENHEAD","North West","Sarah Payne","Alison McGovern","Stuart Kelly","Tony Stanley","Jo Bird",NA,NA,1,0,0,NA,0.00750000000000003,"E14001091",26265.7713630752,24822.9719591307,0.514120521568176,0.485879478431824
"Birmingham Edgbaston","E14001092","West Midlands","England",71354,8231,0.2199,2797,0.0747,16599,0.4435,2102,0.0562,4363,0.1166,3336,0.0891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37428,"LAB","CON",0.2236,0.524539619362615,0.162547888299099,"BIRMINGHAM EDGBASTON","West Midlands","Ashvir Sangha","Preet Gill","Colin Green","Joseph Kirby","Nicola Payne",NA,NA,1,0,1,NA,0.0891,"E14001092",22722.3167297567,25344.4383389998,0.472724166573214,0.527275833426786
"Birmingham Erdington","E14001093","West Midlands","England",76856,5402,0.1598,2452,0.0725,14774,0.4371,1128,0.0334,7755,0.2295,2250,0.0666,37,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,33798,"LAB","REFORM",0.2076,0.439757468512543,0.142249310027598,"BIRMINGHAM ERDINGTON","West Midlands","Steve Knee","Paulette Hamilton","","Jack Brookes","Karen Trench",NA,NA,1,0,1,NA,0.0677000000000001,"E14001093",28322.6710454238,19347.2392233731,0.594141480143772,0.405858519856228
"Birmingham Hall Green and Moseley","E14001094","West Midlands","England",75781,3845,0.092,3913,0.094,12798,0.308,4711,0.113,2305,0.055,7142,0.172,6892,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41606,"LAB","IND",0.136,0.549029440097122,0.544360133003666,"BIRMINGHAM HALL GREEN AND MOSELEY","West Midlands","Henry Morris","Tahir Ali","Izzy Knowles","Stepehn McBrine","Zain Ahmed",NA,NA,1,0,1,NA,0.338,"E14001094",16368.5109732376,25326.4074389675,0.392578078973916,0.607421921026085
"Birmingham Hodge Hill and Solihull North","E14001095","West Midlands","England",76922,4634,0.1358,2360,0.0691,10655,0.3121,942,0.0276,6456,0.1891,0,0,9089,0.2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,34136,"LAB","OTH",0.0458,0.44377421283898,0.374822190611664,"BIRMINGHAM HODGE HILL AND SOLIHULL NORTH","West Midlands","Caroline Clapper","Liam Byrne","","","Imran Khan",NA,NA,1,0,1,NA,0.2663,"E14001095",32759.5065884749,22122.5015844204,0.596907942677177,0.403092057322823
"Birmingham Ladywood","E14001096","West Midlands","England",76585,2218,0.0606,3478,0.0951,15558,0.4253,1711,0.0468,1477,0.0404,12137,0.3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36579,"LAB","IND",0.0935,0.477626167003983,0.489576474306634,"BIRMINGHAM LADYWOOD","West Midlands","Shazna Muzammil","Shabana Mahmood","Lee Dargue","Irene Yoong-Henery","Zoe Challenor",NA,NA,1,0,1,NA,0.3318,"E14001096",17201.5586937257,25372.531518956,0.404038198063521,0.59596180193648
"Birmingham Northfield","E14001097","West Midlands","England",73483,9540,0.2534,2809,0.0746,14929,0.3965,1791,0.0476,7895,0.2097,473,0.0125,215,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37652,"LAB","CON",0.1431,0.51239062095995,0.0527638890177271,"BIRMINGHAM NORTHFIELD","West Midlands","Gary Sambrook","Laurence Turner","","Stephen Peters","Rob Grant",NA,NA,0,1,NA,1,0.0182,"E14001097",26929.4300662992,20020.9677839425,0.573571924825778,0.426428075174222
"Birmingham Perry Barr","E14001098","West Midlands","England",74048,4227,0.1128,2440,0.0651,12796,0.3414,1302,0.0347,2446,0.0653,13812,0.3686,453,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37476,"IND","LAB",0.0272,0.506104148660328,0.428954797623346,"BIRMINGHAM PERRY BARR","West Midlands","Garry Hickton","Khalid Mahmood","","","Kefentse Dennis",NA,NA,1,0,1,NA,0.3807,"E14001098",21701.1773782871,21580.4773207739,0.501394355857608,0.498605644142392
"Birmingham Selly Oak","E14001099","West Midlands","England",76285,5834,0.1518,4320,0.1124,17371,0.4521,2324,0.0605,5732,0.1492,2842,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38423,"LAB","CON",0.3003,0.503677000720981,0.128971910684682,"BIRMINGHAM SELLY OAK","West Midlands","Simon Phipps","Alistair Carns","Dave Radcliffe","Erin Crawford","Jane Baston",NA,NA,1,0,0,NA,0.0740000000000001,"E14001099",20948.0423138909,21591.0747317316,0.492441869242949,0.507558130757051
"Birmingham Yardley","E14001100","West Midlands","England",71912,3634,0.1005,1958,0.0542,11275,0.3119,3634,0.1005,5061,0.14,0,0,10582,0.2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36144,"LAB","OTH",0.0191,0.502614306374458,0.425537913898532,"BIRMINGHAM YARDLEY","West Midlands","Yvonne Clements","Jess Phillips","Roger Harmer","Nora Kamberi","Roxanne Green",NA,NA,1,0,1,NA,0.2929,"E14001100",24265.091709278,17938.3871064895,0.574954776008001,0.425045223991999
"Bishop Auckland","E14001101","North East","England",70879,10364,0.2564,1857,0.0459,17036,0.4214,1373,0.034,9466,0.2342,0,0,331,0.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40427,"LAB","CON",0.165,0.570366399074479,0.00293591896430312,"BISHOP AUCKLAND","North East","Jane MacBean","Sam Rushworth","Helen Cross","Rhys Burriss","Sarah Hannan",NA,NA,0,1,NA,0,0.0081,"E14001101",28272.5398902246,19244.1091971946,0.595002813397256,0.404997186602744
"Blackburn","E14001102","North West","England",70586,3474,0.0893,1416,0.0364,10386,0.2671,689,0.0177,4844,0.1246,10973,0.2822,7105,0.1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38887,"IND","LAB",0.0151,0.550916612359391,0.467635179616746,"BLACKBURN","North West","Jamie McGowan","Kate Hollern","Adam Waller-Slack","Tommy Temperley","Denise Morgan",NA,NA,1,0,1,NA,0.4649,"E14001102",23590.0720741057,18876.247084335,0.555500748395258,0.444499251604742
"Blackley and Middleton South","E14001103","North West","England",71375,3073,0.0981,3197,0.102,16864,0.5381,1592,0.0508,6614,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,31340,"LAB","REFORM",0.3271,0.439089316987741,0.163193441201964,"BLACKLEY AND MIDDLETON SOUTH","North West","Iftikhar Ahmed","Graham Stringer","Iain Donaldson","Alison Devine","Dylan Lewis-Creser",NA,NA,1,0,1,NA,0,"E14001103",24462.5952157033,18600.9173294131,0.568058520309381,0.431941479690619
"Blackpool North and Fleetwood","E14001104","North West","England",75396,12097,0.2893,1269,0.0304,16744,0.4005,1318,0.0315,9913,0.2371,148,0.0035,321,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41810,"LAB","CON",0.1112,0.554538702318425,0.00506315789473684,"BLACKPOOL NORTH AND FLEETWOOD","North West","Paul Maynard","Lorraine Beavers","Bill Greene","Dan Barker","Tina Rothery",NA,NA,0,1,NA,1,0.0112,"E14001104",35939.2742888706,17096.1823682805,0.67764617397755,0.32235382602245
"Blackpool South","E14001105","North West","England",76071,5504,0.1565,1207,0.0343,16916,0.4808,1041,0.0296,10068,0.2862,261,0.0074,183,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,35180,"LAB","REFORM",0.1946,0.462462699320372,0.0166934688059646,"BLACKPOOL SOUTH","North West","Zak Khan","Chris Webb","Andy Cregan","Mark Butcher","Ben Thomas",NA,NA,1,0,1,NA,0.0126,"E14001105",33129.0622546923,16378.5046734408,0.669171690517201,0.330828309482799
"Blaenau Gwent and Rhymney","W07000084","Wales","Wales",71079,3776,0.1262,1719,0.0574,16027,0.5356,1268,0.0424,0,0,2409,0.0805,879,0.0293,0,0,0,0,3844,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,2024,29922,"LAB","PC",0.4071,0.420968218461149,0.00399406716813221,"BLAENAU GWENT AND RHYMNEY","Wales","Hannah Jarvis","Nick Smith","Jackie Charlton","","Anne Baker",NA,"Niamh Salkeld",1,0,1,NA,0.2384,"W07000084",31317.9908299144,17995.3746667394,0.63508118974438,0.364918810255619
"Blaydon and Consett","E14001106","North East","England",70163,6052,0.1434,2589,0.0613,21160,0.5012,2273,0.0538,10007,0.237,0,0,135,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42216,"LAB","REFORM",0.2642,0.601684648603965,0.0043483486108228,"BLAYDON AND CONSETT","North East","Angela Sterling","Liz Twist","Vicky Anderson","David Ayre","Richard Simpson",NA,NA,1,1,1,0,0.00330000000000005,"E14001106",25330.4827784838,21853.2373028346,0.536847936848306,0.463152063151694
"Blyth and Ashington","E14001107","North East","England",75452,6121,0.1515,1960,0.0485,20030,0.4958,1433,0.0355,10857,0.2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40401,"LAB","REFORM",0.2271,0.535453003233844,0.00668813963338356,"BLYTH AND ASHINGTON","North East","Maureen Levy","Ian Lavery","Stephen Psallidas","Mark Peart","Steve Leyland",NA,NA,1,0,1,NA,1.11022302462516e-16,"E14001107",30482.0075678942,17952.4359723045,0.629345675099897,0.370654324900103
"Bognor Regis and Littlehampton","E14001108","South East","England",76985,15678,0.3278,2185,0.0457,13913,0.2909,5081,0.1062,10262,0.2146,0,0,708,0.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47827,"CON","LAB",0.0369,0.62125089303111,0.00784797354111777,"BOGNOR REGIS AND LITTLEHAMPTON","South East","Alison Griffiths","Clare Walsh","Henry Jones","Sandra Daniells","Carol Birch",NA,NA,0,1,NA,0,0.0147999999999999,"E14001108",36290.8518732868,20565.3820473202,0.638291518287382,0.361708481712618
"Bolsover","E14001109","East Midlands","England",74680,10874,0.2563,3754,0.0885,17197,0.4053,1478,0.0348,9131,0.2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42434,"LAB","CON",0.149,0.568211033743974,0.00299541701197168,"BOLSOVER","East Midlands","Mark Fletcher","Natalie Fleet","David Hancock","Robert Reaney","David Kesteven",NA,NA,0,1,NA,1,-9.99999999999612e-05,"E14001109",37158.2957291782,15523.2354120617,0.705338188245826,0.294661811754174
"Bolton North East","E14001110","North West","England",77020,9513,0.2194,4683,0.108,16166,0.3728,1507,0.0348,9428,0.2174,599,0.0139,1463,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43359,"LAB","CON",0.1534,0.562957673331602,0.170492350096117,"BOLTON NORTH EAST","North West","Adele Warren","Kirith Entwistle","Rebecca Forrest","Trevor Jones","Mohmed Alli",NA,NA,0,1,NA,0,0.0475999999999999,"E14001110",31402.9128735646,22564.0730765398,0.581891175145457,0.418108824854543
"Bolton South and Walkden","E14001111","North West","England",75716,4170,0.1129,2827,0.0766,15093,0.4087,1384,0.0375,8350,0.2261,433,0.0117,4673,0.1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36930,"LAB","REFORM",0.1826,0.487743673728142,0.250605277861,"BOLTON SOUTH AND WALKDEN","North West","Mohammed Afzal","Yasmin Qureshi","Gemma-Jane Bowker","Julie Pattison","Philip Kochitty",NA,NA,1,0,1,NA,0.1382,"E14001111",29909.1918047722,17684.2815938427,0.628430531940176,0.371569468059824
"Bolton West","E14001112","North West","England",72125,12418,0.2784,4132,0.0926,17363,0.3893,1966,0.0441,8517,0.191,0,0,202,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44598,"LAB","CON",0.1109,0.6183431542461,0.0976054059004915,"BOLTON WEST","North West","Chris Green","Phil Brickell","Donald McIntosh","Dylan Evans","Vicki Attenborough",NA,NA,0,1,NA,1,0.00459999999999999,"E14001112",28749.2745742722,23127.5796771767,0.554183074303686,0.445816925696314
"Bootle","E14001113","North West","England",75194,1674,0.0431,3904,0.1004,26729,0.6875,1301,0.0335,4746,0.1221,0,0,526,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38880,"LAB","REFORM",0.5654,0.517062531584967,0.00858089714759143,"BOOTLE","North West","Rowena Bass","Peter Dowd","John Gibson","Darren Burns","Neil Doolin",NA,NA,1,0,1,NA,0.0134,"E14001113",29054.0386567748,23892.4341415707,0.548743610692094,0.451256389307906
"Boston and Skegness","E14001114","East Midlands","England",75806,13510,0.334,1506,0.0372,7629,0.1886,1375,0.034,15520,0.3836,0,0,915,0.0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40455,"REFORM","CON",0.0496,0.533664881407804,0.00984661995834122,"BOSTON AND SKEGNESS","East Midlands","Matt Warman","Alex Fawbert","Richard Lloyd","Richard Tice","Christopher Moore",NA,NA,0,1,NA,1,0.0226,"E14001114",41682.9752549488,13024.8577501622,0.761919691665627,0.238080308334373
"Bournemouth East","E14001115","South West","England",73173,12837,0.2858,2790,0.0621,18316,0.4078,3082,0.0686,6268,0.1396,1529,0.034,88,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44910,"LAB","CON",0.122,0.613750973719815,0.0260318291474201,"BOURNEMOUTH EAST","South West","Tobias Ellwood","Tom Hayes","Jon Nicholas","Martin Houlden","Joe Salmon",NA,NA,0,1,NA,1,0.0361,"E14001115",26216.7984344684,24252.585617971,0.519459449063779,0.480540550936221
"Bournemouth West","E14001116","South West","England",72094,11141,0.2826,2614,0.0663,14365,0.3644,4311,0.1094,6647,0.1686,0,0,340,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39418,"LAB","CON",0.0818,0.546758398757178,0.0224229879913478,"BOURNEMOUTH WEST","South West","Conor Burns","Jessica Toale","Jeff Hanna","Ben Aston","Darren Jones",NA,NA,0,1,NA,1,0.00870000000000004,"E14001116",29625.4383456013,20573.0512373802,0.590165931120865,0.409834068879135
"Bracknell","E14001117","South East","England",70247,13999,0.3193,2166,0.0494,14783,0.3372,4768,0.1088,7445,0.1698,480,0.0109,196,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43837,"LAB","CON",0.0179,0.624040884308227,0.0181075053300714,"BRACKNELL","South East","James Sunderland","Peter Swallow","Katie Mansfield","Justin Bellhouse","Emily Torode",NA,NA,0,1,NA,1,0.0155000000000001,"E14001117",29218.4625601856,24517.6058312971,0.543740236954455,0.456259763045545
"Bradford East","E14001118","Yorkshire and the Humber","England",72150,3450,0.0927,2571,0.0691,14098,0.3788,1910,0.0513,4952,0.1331,9409,0.2529,826,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37216,"LAB","IND",0.1259,0.515814275814276,0.442674489958894,"BRADFORD EAST","Yorkshire and The Humber","Aubrey Holt","Imran Hussain","Robert O'Carroll","Jacob Anstey","Celia Hickson",NA,NA,1,0,1,NA,0.275,"E14001118",24862.4808695206,19758.252186984,0.557195706265885,0.442804293734115
"Bradford South","E14001119","Yorkshire and the Humber","England",70890,4853,0.1469,3366,0.1019,11833,0.3581,954,0.0289,7441,0.2252,3345,0.1012,1250,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,33042,"LAB","REFORM",0.1329,0.466102412187897,0.200743120189623,"BRADFORD SOUTH","Yorkshire and The Humber","Zaf Shah","Judith Cummins","Anthony Smith","Ian Eglin","Matt Edwards",NA,NA,1,0,1,NA,0.139,"E14001119",28952.5308554974,16315.7891870246,0.639575995493126,0.360424004506874
"Bradford West","E14001120","Yorkshire and the Humber","England",71258,3055,0.082,3690,0.099,11724,0.316,756,0.02,2958,0.08,11017,0.297,3881,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37081,"LAB","IND",0.019,0.520376659462797,0.587434485941259,"BRADFORD WEST","Yorkshire and The Humber","Nigel Moxon","Naz Shah","Imad Ahmed","Jamie Hinton-Wardle","Khalid Mahmood",NA,NA,1,0,1,NA,0.403,"E14001120",19377.6112388648,19986.9729719219,0.492260025791278,0.507739974208722
"Braintree","E14001121","Eastern","England",75662,17414,0.3552,2878,0.0587,13744,0.2803,2879,0.0587,11346,0.2314,767,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49028,"CON","LAB",0.0749,0.647987100526024,0.00694104432476023,"BRAINTREE","East of England","James Cleverly","Matthew Wright","Kieron Franks","Richard Thomson","Paul Thorogood",NA,NA,0,1,NA,1,0.0157000000000001,"E14001121",35931.2844089102,23551.1478747454,0.604065486723267,0.395934513276733
"Brecon, Radnor and Cwm Tawe","W07000085","Wales","Wales",72113,12264,0.2635,1188,0.0255,9904,0.2128,13736,0.2951,6567,0.1411,0,0,609,0.0131,0,0,0,0,2280,0.049,0,0,0,0,0,0,0,0,0,0,0,0,2024,46548,"LIBDEM","CON",0.0316,0.645486944101618,0.00317308528210032,"BRECON, RADNOR AND CWM TAWE","Wales","Fay Jones","Matthew Dorrance","David Chadwick","Adam Hill","Amerjit Kaur-Dhaliwal",NA,"Emily Durrant-Munro",0,1,NA,1,0.0619999999999999,"W07000085",28649.2881321314,26158.8489294679,0.522719611869534,0.477280388130466
"Brent East","E14001122","London","England",75880,6323,0.1673,3729,0.0986,19370,0.5124,2635,0.0697,2024,0.0535,2669,0.0706,1052,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37802,"LAB","CON",0.3451,0.498181338956247,0.272239201076732,"BRENT EAST","London","Jamila Robertson","Dawn Butler","Jonny Singh","Zbigniew Kowalczyk","Nida Alfulaij",NA,NA,1,0,1,NA,0.0985000000000001,"E14001122",21306.6998150725,29412.528768197,0.420091164834885,0.579908835165115
"Brent West","E14001123","London","England",76463,13465,0.3254,2805,0.0678,17258,0.4171,3013,0.0728,2061,0.0498,0,0,2774,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41376,"LAB","CON",0.0917000000000001,0.541124465427723,0.178786291529482,"BRENT WEST","London","Sushil Rapatwar","Barry Gardiner","Paul Lorber","Ian Collier","Bastôn De'medici-jaguar",NA,NA,1,0,1,NA,0.0671,"E14001123",17620.3743912853,24702.4391473738,0.416332774643876,0.583667225356124
"Brentford and Isleworth","E14001124","London","England",76354,10183,0.225,4029,0.089,20007,0.4421,3863,0.0854,3940,0.0871,486,0.0107,2746,0.0607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45254,"LAB","CON",0.2171,0.592686696178327,0.172577787448323,"BRENTFORD AND ISLEWORTH","London","Laura Blumenthal","Ruth Cadbury","Kuldev Sehra","David Kerr","Freya Summersgill",NA,NA,1,0,1,NA,0.0714,"E14001124",22445.2284205129,27379.21506444,0.450486284453763,0.549513715546237
"Brentwood and Ongar","E14001125","Eastern","England",74937,17731,0.3669,1770,0.0366,11082,0.2293,5809,0.1202,11751,0.2431,0,0,189,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48332,"CON","REFORM",0.1238,0.644968440156398,0.0147431913354458,"BRENTWOOD AND ONGAR","East of England","Alex Burghart","Gareth Barrett","David Kendall","Paul Godfrey","Reece Learmouth",NA,NA,0,1,NA,1,0.00389999999999999,"E14001125",36033.7254851489,22997.1353828713,0.610421819287241,0.389578180712759
"Bridgend","W07000086","Wales","Wales",70770,6764,0.1635,1760,0.0425,16516,0.3992,1446,0.0349,7921,0.1914,3338,0.0807,0,0,0,0,0,0,3629,0.0877,0,0,0,0,0,0,0,0,0,0,0,0,2024,41374,"LAB","REFORM",0.2078,0.584626254062456,0.00672320188544253,"BRIDGEND","Wales","Anita Boateng","Chris Elmore","Claire Waller","Caroline Jones","Debra Cooper",NA,"Iolo Caudy",1,1,1,0,0.1685,"W07000086",25219.6788368693,24645.9428927248,0.505752820522881,0.494247179477119
"Bridgwater","E14001126","South West","England",71418,12281,0.306,1720,0.0429,10932,0.2724,5781,0.1441,8913,0.2221,334,0.0083,168,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40129,"CON","LAB",0.0336,0.56188915959562,0.00566595086148665,"BRIDGWATER","South West","Ashley Fox","Leigh Redman","Claire Sully","William Frederick Fagg","Charlie Graham",NA,NA,0,1,NA,0,0.0125,"E14001126",33327.0583423237,18312.0741527126,0.645383776451458,0.354616223548543
"Bridlington and The Wolds","E14001127","Yorkshire and the Humber","England",72501,14846,0.3458,1595,0.0371,11721,0.273,3097,0.0721,10350,0.2411,309,0.0072,1019,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42937,"CON","LAB",0.0728,0.592226314119805,0.00474143517518468,"BRIDLINGTON AND THE WOLDS","Yorkshire and The Humber","Charlie Dewhirst","Sarah Carter","Jayne Phoenix","Maria Bowtell","Gill Leek",NA,NA,0,1,NA,0,0.0309,"E14001127",33538.9722661785,18030.6471124591,0.650362998026544,0.349637001973456
"Brigg and Immingham","E14001128","Yorkshire and the Humber","England",71628,15905,0.3742,1905,0.0448,12662,0.2979,1442,0.0339,10594,0.2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42508,"CON","LAB",0.0763,0.59345507343497,0.00714631250274858,"BRIGG AND IMMINGHAM","Yorkshire and The Humber","Martin Vickers","Najmul Hussain","Eleanor Rylance","Paul Ladlow","Amie Watson",NA,NA,0,1,NA,1,-8.32667268468867e-17,"E14001128",34081.564997045,15692.2745155029,0.684728470433812,0.315271529566188
